19:33:7 | (7ms) 10.0.0.144 - [getFile] - /home/baptiste/Documents/cuisine/html/index.html
22:19:19 | (5ms) 10.0.0.42 - [rechercheRecette] - select * from recettes where (code like '%[7]/%' or code like '%[5]/%' or code like '%[6]/%' or code like '%[1]/%' or code like '%[3]/%' or code like '%[8]/%' ) and ( code not like '%[2]/%' and code not like '%[4]/%' and code not like '%[9]/%' and code not like '%[10]/%' and code not like '%[11]/%' and code not like '%[12]/%' and code not like '%[13]/%' and code not like '%[14]/%' and code not like '%[15]/%' and code not like '%[16]/%' and code not like '%[17]/%' and code not like '%[18]/%' and code not like '%[19]/%' and code not like '%[20]/%' and code not like '%[21]/%' );
22:19:23 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:19:23 | (3ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:19:23 | (3ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:19:23 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:19:23 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:19:23 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:19:38 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:19:38 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:19:38 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:20:36 | (3ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:20:36 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:20:36 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:20:36 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:20:37 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:20:37 | (1ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:21:1 | (3ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:21:1 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:21:1 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:21:1 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:21:1 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:21:1 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:21:15 | (3ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:21:15 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:21:15 | (3ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:21:15 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:21:15 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:21:15 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:21:35 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:21:35 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:21:36 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:21:36 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:21:36 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:21:36 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:21:43 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:21:43 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:21:43 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:21:43 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:21:43 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:21:43 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:22:53 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:22:53 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:22:53 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:22:53 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:22:53 | (1ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:22:53 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:23:19 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:23:19 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:23:19 | (3ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:23:19 | (1ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:23:19 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:23:19 | (1ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:23:33 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:23:33 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:23:33 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:23:34 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:23:34 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:23:34 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:23:53 | (5ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:23:53 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:23:53 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:23:54 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:23:54 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:23:54 | (1ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:24:56 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:24:56 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:24:56 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:24:57 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:24:57 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:24:57 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:25:27 | (3ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:25:27 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:25:27 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:25:27 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:25:27 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:25:27 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:25:51 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:25:51 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:25:51 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:25:51 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:25:51 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:25:51 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:25:58 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:25:59 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:25:59 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:25:59 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:25:59 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:25:59 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:26:2 | (3ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:26:2 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:26:2 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:26:3 | (1ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:26:3 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:26:3 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:26:18 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:26:18 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:26:18 | (26ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:26:18 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:26:18 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:26:18 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:26:25 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:26:25 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:26:25 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:26:25 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:26:25 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:26:25 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:26:33 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:26:33 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:26:33 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:26:33 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:26:33 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:26:33 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:27:30 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:27:30 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:27:30 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:27:30 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:27:30 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:27:30 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:29:36 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:29:36 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:29:36 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:29:36 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:29:36 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:29:36 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:29:48 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:29:49 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:29:49 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:29:49 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:29:49 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:29:49 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:30:5 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:30:5 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:30:5 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:30:5 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:30:5 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:30:5 | (1ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:30:54 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:30:54 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:30:54 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:30:54 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:30:54 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:30:54 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:31:29 | (3ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:31:29 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:31:29 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:31:29 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:31:29 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:31:29 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:31:37 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:31:38 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:31:38 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:31:38 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:31:38 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:31:38 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:31:44 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:31:44 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:31:44 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:31:44 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:31:44 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:31:44 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:31:51 | (3ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:31:51 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:31:51 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:31:51 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:31:51 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:31:51 | (1ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:31:57 | (3ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:31:57 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:31:57 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:31:57 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:31:57 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:31:57 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:32:1 | (4ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:32:1 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:32:1 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:32:1 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:32:1 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:32:1 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:32:7 | (3ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:32:7 | (0ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:32:7 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:32:8 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:32:8 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:32:8 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:32:56 | (2ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:32:56 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:32:56 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:32:56 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:32:56 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:32:56 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:33:11 | (3ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/recipe.html
22:33:11 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/js/getRecipe.js
22:33:11 | (1ms) 10.0.0.42 - [getFile] - /home/baptiste/Documents/cuisine/html/css/getRecipe.css
22:33:11 | (0ms) 10.0.0.42 - [getQuantity] - select * from recettes_ingredients where id=1;
22:33:11 | (0ms) 10.0.0.42 - [getRecipe] - select * from recettes_instructions where id=1;
22:33:11 | (0ms) 10.0.0.42 - [getTime] - select * from recettes_temps where id=1;
22:33:52 | (1ms) 10.0.0.144 - [getFile] - /home/baptiste/Documents/cuisine/html/index.html
22:33:52 | (2ms) 10.0.0.144 - [getFile] - /home/baptiste/Documents/cuisine/html/js/searchRecipes.js
22:33:52 | (3ms) 10.0.0.144 - [getFile] - /home/baptiste/Documents/cuisine/html/js/searchRecipes.js
22:33:52 | (1ms) 10.0.0.144 - [getFile] - /home/baptiste/Documents/cuisine/html/htmlObject/searchIngredients.html
22:33:52 | (1ms) 10.0.0.144 - [getFile] - /home/baptiste/Documents/cuisine/html/htmlObject/searchRecipes.html
22:33:52 | (1ms) 10.0.0.144 - [getFile] - /home/baptiste/Documents/cuisine/html/css/searchIngredient.css
