13:55:56 | (11ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/html/index.html
13:55:56 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/js/topBar.js
13:55:56 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/css/index.css
13:55:56 | (11ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/css/index.css
13:55:56 | (2ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/htmlObject/topBar.html
13:55:56 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/idea.png
13:55:56 | (2ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/idea.png
13:55:56 | (3ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/idea.png
13:55:56 | (7ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/idea.png
13:55:56 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/css/topBar.css
13:55:59 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/html/searchByIngredients.html
13:55:59 | (3ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/jquery-3.6.0.js
13:55:59 | (0ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/js/searchRecipes.js
13:55:59 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/js/searchRecipes.js
13:55:59 | (2ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/js/searchRecipes.js
13:55:59 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/htmlObject/topBar.html
13:55:59 | (3ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/htmlObject/topBar.html
13:55:59 | (3ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/htmlObject/topBar.html
13:55:59 | (0ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/recipeBook.png
13:55:59 | (0ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/idea.png
13:55:59 | (2ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/idea.png
13:55:59 | (3ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/idea.png
13:55:59 | (2ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/css/searchIngredient.css
13:55:59 | (3ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/css/searchIngredient.css
13:55:59 | (6ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/css/searchIngredient.css
13:56:2 | (4ms) 127.0.0.1 - [rechercheIngredient] - select * from ingredients where nom like 'o%' limit 3;
13:56:2 | (1ms) 127.0.0.1 - [rechercheIngredient] - select * from ingredients where nom like 'oe%' limit 3;
13:56:2 | (1ms) 127.0.0.1 - [rechercheIngredient] - select * from ingredients where nom like 'oeu%' limit 3;
13:56:3 | (0ms) 127.0.0.1 - [rechercheIngredient] - select * from ingredients where nom like 'oe%' limit 3;
13:56:3 | (1ms) 127.0.0.1 - [rechercheIngredient] - select * from ingredients where nom like 'o%' limit 3;
13:56:3 | (1ms) 127.0.0.1 - [rechercheIngredient] - select * from ingredients where nom like '%' limit 3;
13:56:3 | (1ms) 127.0.0.1 - [rechercheIngredient] - select * from ingredients where nom like '%' limit 3;
13:59:37 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/html/searchByIngredients.html
13:59:37 | (2ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/jquery-3.6.0.js
13:59:37 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/js/searchIngredient.js
13:59:37 | (0ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/js/searchRecipes.js
13:59:37 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/js/topBar.js
13:59:37 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/htmlObject/searchIngredients.html
13:59:37 | (0ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/htmlObject/searchRecipes.html
13:59:37 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/htmlObject/topBar.html
13:59:37 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/css/searchIngredient.css
13:59:37 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/css/searchRecipe.css
13:59:37 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/search.png
13:59:37 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/search.png
13:59:37 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/recipeBook.png
13:59:37 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/idea.png
13:59:37 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/idea.png
13:59:38 | (0ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/favicon.ico
14:0:23 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/html/searchByIngredients.html
14:0:23 | (7ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/jquery-3.6.0.js
14:0:23 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/js/searchIngredient.js
14:0:23 | (0ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/js/topBar.js
14:0:24 | (11ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/js/topBar.js
14:0:24 | (3ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/htmlObject/topBar.html
14:0:24 | (6ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/htmlObject/topBar.html
14:0:24 | (8ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/htmlObject/topBar.html
14:0:24 | (2ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/css/searchIngredient.css
14:0:24 | (2ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/recipeBook.png
14:0:24 | (2ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/recipeBook.png
14:0:24 | (5ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/recipeBook.png
14:0:24 | (6ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/recipeBook.png
14:0:24 | (7ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/css/topBar.css
14:0:24 | (7ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/css/topBar.css
14:1:10 | (3ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/html/searchByIngredients.html
14:1:10 | (8ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/jquery-3.6.0.js
14:1:10 | (1ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/js/topBar.js
14:1:10 | (2ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/js/topBar.js
14:1:10 | (2ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/js/topBar.js
14:1:10 | (15ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/htmlObject/topBar.html
14:1:10 | (16ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/htmlObject/topBar.html
14:1:10 | (19ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/htmlObject/topBar.html
14:1:10 | (2ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/css/searchIngredient.css
14:1:10 | (6ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/css/searchIngredient.css
14:1:10 | (3ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/home.png
14:1:10 | (3ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/home.png
14:1:10 | (0ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/css/topBar.css
14:1:10 | (0ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/recipeBook.png
14:1:10 | (2ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/images/recipeBook.png
14:14:45 | (9ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/html/searchByIngredients.html
14:14:45 | (2ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/js/topBar.js
14:14:45 | (9ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/js/topBar.js
14:14:45 | (11ms) 127.0.0.1 - [getFile] - /Users/baptiste/Documents/cuisine/html/js/topBar.js
